Date,Stock Close Price,,Date,Stock Close Price
10/18/1999,40.925,,12/22/1999,49.8406
10/19/1999,38.1389,,12/23/1999,52.1933
10/20/1999,39.6248,,12/27/1999,51.8218
10/21/1999,39.1295,,12/28/1999,51.0789
10/22/1999,39.501,,12/29/1999,51.3265
10/25/1999,38.8199,,12/30/1999,51.5742
10/26/1999,39.1914,,12/31/1999,50.5216
10/27/1999,38.0151,,1/3/2000,50.3978
10/28/1999,38.1389,,1/4/2000,46.1877
10/29/1999,39.7486,,1/5/2000,49.4691
11/1/1999,40.3678,,1/6/2000,47.5498
11/2/1999,40.8012,,1/7/2000,45.7543
11/3/1999,41.6061,,1/10/2000,43.7111
11/4/1999,42.1633,,1/11/2000,42.4109
11/5/1999,40.3678,,1/12/2000,41.4203
11/8/1999,39.7486,,1/13/2000,42.7205
11/9/1999,40.182,,1/14/2000,43.5873
11/10/1999,41.0488,,1/18/2000,41.668
11/11/1999,43.0301,,1/19/2000,42.1014
11/12/1999,41.3584,,1/20/2000,43.3396
11/15/1999,40.4297,,1/21/2000,43.3396
11/16/1999,41.2965,,1/24/2000,41.1727
11/17/1999,39.3772,,1/25/2000,41.7299
11/18/1999,40.5535,,1/26/2000,39.9963
11/19/1999,40.925,,1/27/2000,37.2102
11/22/1999,41.3584,,1/28/2000,36.9006
11/23/1999,40.8631,,1/31/2000,38.077
11/24/1999,42.9063,,2/1/2000,38.5723
11/26/1999,42.5348,,2/2/2000,37.7674
11/29/1999,43.3396,,2/3/2000,38.1389
11/30/1999,42.5967,,2/4/2000,38.1389
12/1/1999,42.7205,,2/7/2000,37.2721
12/2/1999,44.516,,2/8/2000,36.7149
12/3/1999,44.8875,,2/9/2000,35.2289
12/6/1999,44.3303,,2/10/2000,38.433
12/7/1999,44.9494,,2/11/2000,36.5291
12/8/1999,43.092,,2/14/2000,36.0957
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
2/15/2000,37.5198,,4/20/2000,49.4691
2/16/2000,37.6436,,4/24/2000,47.3021
2/17/2000,40.3059,,4/25/2000,50.6455
2/18/2000,39.6867,,4/26/2000,49.531
2/22/2000,39.4391,,4/27/2000,51.2646
2/23/2000,40.9869,,4/28/2000,49.6549
2/24/2000,41.9775,,5/1/2000,50.5836
2/25/2000,40.8631,,5/2/2000,49.3453
2/28/2000,40.6154,,5/3/2000,48.85
2/29/2000,40.4297,,5/4/2000,46.8068
3/1/2000,42.6122,,5/5/2000,49.4072
3/2/2000,44.516,,5/8/2000,47.4879
3/3/2000,45.8162,,5/9/2000,46.3734
3/6/2000,46.3115,,5/10/2000,44.516
3/7/2000,45.3209,,5/11/2000,44.2684
3/8/2000,46.4972,,5/12/2000,49.4072
3/9/2000,49.9644,,5/15/2000,50.0882
3/10/2000,50.7693,,5/16/2000,49.4072
3/13/2000,54.2365,,5/17/2000,48.6642
3/14/2000,55.4128,,5/18/2000,47.426
3/15/2000,53.1839,,5/19/2000,46.4972
3/16/2000,54.4841,,5/22/2000,45.5066
3/17/2000,55.9081,,5/23/2000,43.5254
3/20/2000,57.1464,,5/24/2000,44.8256
3/21/2000,57.456,,5/25/2000,43.3396
3/22/2000,57.5798,,5/26/2000,41.9775
3/23/2000,56.9607,,5/30/2000,43.5873
3/24/2000,55.9081,,5/31/2000,42.7205
3/27/2000,57.3322,,6/1/2000,42.7205
3/28/2000,55.3509,,6/2/2000,42.9063
3/29/2000,53.3078,,6/5/2000,42.349
3/30/2000,51.698,,6/6/2000,44.2684
3/31/2000,53.4316,,6/7/2000,44.8256
4/3/2000,52.8744,,6/8/2000,44.8875
4/4/2000,53.8031,,6/9/2000,44.6398
4/5/2000,53.4161,,6/12/2000,44.4541
4/6/2000,51.0789,,6/13/2000,44.6398
4/7/2000,54.6699,,6/14/2000,45.7543
4/10/2000,53.9269,,6/15/2000,46.4972
4/11/2000,54.9175,,6/16/2000,47.0545
4/12/2000,50.8931,,6/19/2000,49.0976
4/13/2000,51.2027,,6/20/2000,48.107
4/14/2000,47.1783,,6/21/2000,49.531
4/17/2000,48.2927,,6/22/2000,48.0451
4/18/2000,50.0263,,6/23/2000,46.9926
4/19/2000,49.0976,,6/26/2000,48.5404
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
6/27/2000,47.364,,8/31/2000,43.2158
6/28/2000,48.5404,,9/1/2000,42.6586
6/29/2000,47.9213,,9/5/2000,40.6154
6/30/2000,48.85,,9/6/2000,39.1295
7/3/2000,48.6023,,9/7/2000,39.8106
7/5/2000,46.9926,,9/8/2000,38.5104
7/6/2000,47.3021,,9/11/2000,37.9531
7/7/2000,50.2121,,9/12/2000,37.0864
7/10/2000,49.2834,,9/13/2000,35.91
7/11/2000,50.274,,9/14/2000,36.2815
7/12/2000,51.5742,,9/15/2000,35.4147
7/13/2000,52.441,,9/18/2000,34.1145
7/14/2000,52.5648,,9/19/2000,35.9719
7/17/2000,53.0601,,9/20/2000,38.2008
7/18/2000,52.6886,,9/21/2000,37.5817
7/19/2000,50.8931,,9/22/2000,35.6004
7/20/2000,52.3171,,9/25/2000,33.9907
7/21/2000,51.8837,,9/26/2000,33.3096
7/24/2000,46.0019,,9/27/2000,32.1333
7/25/2000,46.3734,,9/28/2000,33.1239
7/26/2000,46.4353,,9/29/2000,30.5235
7/27/2000,45.0732,,10/2/2000,28.9756
7/28/2000,43.2777,,10/3/2000,28.2946
7/31/2000,43.5254,,10/4/2000,27.9231
8/1/2000,41.1727,,10/5/2000,24.9513
8/2/2000,39.1914,,10/6/2000,25.0751
8/3/2000,40.5535,,10/9/2000,25.3847
8/4/2000,40.9869,,10/10/2000,24.0225
8/7/2000,42.2871,,10/11/2000,22.7843
8/8/2000,41.2965,,10/12/2000,22.97
8/9/2000,41.4203,,10/13/2000,27.0563
8/10/2000,41.3584,,10/16/2000,25.1215
8/11/2000,37.334,,10/17/2000,24.1464
8/14/2000,36.3434,,10/18/2000,26.0038
8/15/2000,37.7055,,10/19/2000,28.5423
8/16/2000,38.077,,10/20/2000,28.1708
8/17/2000,38.758,,10/23/2000,27.2421
8/18/2000,38.3865,,10/24/2000,26.561
8/21/2000,38.3865,,10/25/2000,25.6323
8/22/2000,37.0864,,10/26/2000,27.4897
8/23/2000,38.3246,,10/27/2000,27.6755
8/24/2000,38.6342,,10/30/2000,28.5423
8/25/2000,38.2627,,10/31/2000,29.2233
8/28/2000,39.1295,,11/1/2000,30.152
8/29/2000,40.182,,11/2/2000,31.5141
8/30/2000,39.5629,,11/3/2000,32.2571
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
11/6/2000,31.2045,,1/12/2001,21.9175
11/7/2000,32.2571,,1/16/2001,21.2983
11/8/2000,30.0282,,1/17/2001,22.4747
11/9/2000,28.1089,,1/18/2001,23.9606
11/10/2000,22.7843,,1/19/2001,25.3847
11/13/2000,23.8987,,1/22/2001,25.2608
11/14/2000,25.5704,,1/23/2001,26.1276
11/15/2000,24.9513,,1/24/2001,26.8706
11/16/2000,24.7036,,1/25/2001,26.1895
11/17/2000,24.7036,,1/26/2001,26.2514
11/20/2000,23.1558,,1/29/2001,28.1708
11/21/2000,23.4034,,1/30/2001,27.8612
11/22/2000,22.7843,,1/31/2001,25.88
11/24/2000,24.1464,,2/1/2001,25.6942
11/27/2000,24.2083,,2/2/2001,24.9513
11/28/2000,22.227,,2/5/2001,24.2083
11/29/2000,21.6079,,2/6/2001,26.6229
11/30/2000,19.0694,,2/7/2001,26.2514
12/1/2000,18.2646,,2/8/2001,25.818
12/4/2000,18.636,,2/9/2001,23.2796
12/5/2000,20.0601,,2/12/2001,23.0319
12/6/2000,17.8312,,2/13/2001,22.0413
12/7/2000,17.2739,,2/14/2001,22.7224
12/8/2000,18.3884,,2/15/2001,24.7655
12/11/2000,19.8743,,2/16/2001,23.2796
12/12/2000,21.4996,,2/20/2001,21.7937
12/13/2000,20.2458,,2/21/2001,20.4315
12/14/2000,19.7505,,2/22/2001,21.7317
12/15/2000,19.6886,,2/23/2001,23.0319
12/18/2000,19.3171,,2/26/2001,22.5985
12/19/2000,18.0788,,2/27/2001,22.0413
12/20/2000,16.4691,,2/28/2001,21.6698
12/21/2000,17.0263,,3/1/2001,21.2983
12/22/2000,18.2027,,3/2/2001,21.8556
12/26/2000,17.3359,,3/5/2001,23.2177
12/27/2000,17.8312,,3/6/2001,25.9419
12/28/2000,17.7693,,3/7/2001,25.6942
12/29/2000,17.2739,,3/8/2001,25.88
1/2/2001,17.3359,,3/9/2001,23.1558
1/3/2001,19.8124,,3/12/2001,21.8556
1/4/2001,19.0075,,3/13/2001,23.713
1/5/2001,18.8218,,3/14/2001,24.1464
1/8/2001,18.9456,,3/15/2001,23.9606
1/9/2001,19.5648,,3/16/2001,23.4653
1/10/2001,21.1126,,3/19/2001,24.6417
1/11/2001,22.5985,,3/20/2001,24.2083
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
3/21/2001,24.4559,,5/25/2001,26.7468
3/22/2001,26.0038,,5/29/2001,25.4094
3/23/2001,27.1801,,5/30/2001,24.181
3/26/2001,25.4466,,5/31/2001,24.1315
3/27/2001,26.7468,,6/1/2001,24.3792
3/28/2001,26.1895,,6/4/2001,24.7655
3/29/2001,26.6848,,6/5/2001,25.9741
3/30/2001,25.4466,,6/6/2001,25.0231
4/2/2001,23.8368,,6/7/2001,25.3698
4/3/2001,23.2177,,6/8/2001,25.449
4/4/2001,21.9794,,6/11/2001,25.0231
4/5/2001,24.9513,,6/12/2001,25.8552
4/6/2001,24.5798,,6/13/2001,24.9537
4/9/2001,24.6565,,6/14/2001,24.8051
4/10/2001,26.0137,,6/15/2001,24.0919
4/11/2001,26.4892,,6/18/2001,23.6956
4/12/2001,27.6581,,6/19/2001,23.448
4/16/2001,26.8557,,6/20/2001,23.2301
4/17/2001,26.1029,,6/21/2001,23.2796
4/18/2001,28.203,,6/22/2001,23.1904
4/19/2001,30.204,,6/25/2001,24.0225
4/20/2001,29.8375,,6/26/2001,24.7655
4/23/2001,29.0747,,6/27/2001,25.4986
4/24/2001,25.6075,,6/28/2001,26.1722
4/25/2001,26.7368,,6/29/2001,25.9047
4/26/2001,25.0825,,7/2/2001,26.618
4/27/2001,25.7561,,7/3/2001,26.6576
4/30/2001,25.9939,,7/5/2001,25.9642
5/1/2001,25.5184,,7/6/2001,25.3896
5/2/2001,26.4793,,7/9/2001,26.4496
5/3/2001,24.6962,,7/10/2001,25.3698
5/4/2001,25.5976,,7/11/2001,25.7363
5/7/2001,25.667,,7/12/2001,27.1133
5/8/2001,24.5971,,7/13/2001,27.6878
5/9/2001,24.3693,,7/16/2001,26.8656
5/10/2001,24.1711,,7/17/2001,28.4704
5/11/2001,24.2504,,7/18/2001,26.9449
5/14/2001,23.9631,,7/19/2001,28.1138
5/15/2001,24.2603,,7/20/2001,27.6284
5/16/2001,25.1419,,7/23/2001,26.3109
5/17/2001,25.6373,,7/24/2001,26.3604
5/18/2001,24.5575,,7/25/2001,27.7473
5/21/2001,25.5976,,7/26/2001,27.6086
5/22/2001,25.6967,,7/27/2001,27.2024
5/23/2001,26.5585,,7/30/2001,27.2024
5/24/2001,26.4198,,7/31/2001,26.6774
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
8/1/2001,26.9251,,10/11/2001,24.7358
8/2/2001,28.1633,,10/12/2001,23.9037
8/3/2001,27.8067,,10/15/2001,23.3588
8/6/2001,27.5789,,10/16/2001,24.0424
8/7/2001,27.4501,,10/17/2001,23.0022
8/8/2001,26.3901,,10/18/2001,23.0022
8/9/2001,26.3901,,10/19/2001,23.8244
8/10/2001,26.6576,,10/22/2001,24.3197
8/13/2001,26.7666,,10/23/2001,24.4089
8/14/2001,26.3208,,10/24/2001,24.6665
8/15/2001,25.2608,,10/25/2001,25.6174
8/16/2001,25.1419,,10/26/2001,25.2608
8/17/2001,22.7843,,10/29/2001,23.864
8/20/2001,22.5069,,10/30/2001,23.022
8/21/2001,21.8036,,10/31/2001,23.7551
8/22/2001,21.9422,,11/1/2001,24.3197
8/23/2001,21.6252,,11/2/2001,24.6863
8/24/2001,22.9031,,11/5/2001,25.0627
8/27/2001,22.8338,,11/6/2001,25.9939
8/28/2001,22.4376,,11/7/2001,26.0038
8/29/2001,21.5955,,11/8/2001,25.8948
8/30/2001,20.9318,,11/9/2001,25.5085
8/31/2001,21.1795,,11/12/2001,25.5481
9/4/2001,22.1007,,11/13/2001,26.5684
9/5/2001,22.1701,,11/14/2001,27.2024
9/6/2001,21.2983,,11/15/2001,27.4303
9/7/2001,21.3479,,11/16/2001,26.3505
9/10/2001,22.3583,,11/19/2001,26.6675
9/17/2001,20.5058,,11/20/2001,26.1425
9/18/2001,19.6044,,11/21/2001,25.7066
9/19/2001,18.901,,11/23/2001,26.1128
9/20/2001,17.316,,11/26/2001,26.6675
9/21/2001,16.474,,11/27/2001,26.2316
9/24/2001,18.4255,,11/28/2001,25.7462
9/25/2001,18.9803,,11/29/2001,26.8062
9/26/2001,17.9897,,11/30/2001,27.668
9/27/2001,17.8708,,12/3/2001,27.4006
9/28/2001,18.3562,,12/4/2001,27.8166
10/1/2001,18.5345,,12/5/2001,29.3917
10/2/2001,18.3661,,12/6/2001,29.1341
10/3/2001,20.4464,,12/7/2001,28.6686
10/4/2001,22.1106,,12/10/2001,28.6388
10/5/2001,22.3484,,12/11/2001,28.7874
10/8/2001,22.9031,,12/12/2001,28.9063
10/9/2001,22.4376,,12/13/2001,28.2129
10/10/2001,23.0022,,12/14/2001,27.8562
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
12/17/2001,28.2129,,2/25/2002,24.9141
12/18/2001,28.5299,,2/26/2002,25.0825
12/19/2001,28.3813,,2/27/2002,25.033
12/20/2001,27.3213,,2/28/2002,24.4584
12/21/2001,27.3213,,3/1/2002,26.192
12/24/2001,27.5095,,3/4/2002,27.4204
12/26/2001,27.6878,,3/5/2002,27.4699
12/27/2001,27.6284,,3/6/2002,27.6779
12/28/2001,27.4699,,3/7/2002,27.3312
12/31/2001,26.9251,,3/8/2002,28.6388
1/2/2002,27.2421,,3/11/2002,28.4407
1/3/2002,28.7577,,3/12/2002,27.7374
1/4/2002,29.3125,,3/13/2002,26.5883
1/7/2002,29.3422,,3/14/2002,25.6769
1/8/2002,29.362,,3/15/2002,25.4788
1/9/2002,29.1143,,3/18/2002,26.1425
1/10/2002,29.0549,,3/19/2002,26.7765
1/11/2002,28.728,,3/20/2002,26.6675
1/14/2002,27.9157,,3/21/2002,26.7368
1/15/2002,28.3119,,3/22/2002,26.3109
1/16/2002,27.3114,,3/25/2002,26.0632
1/17/2002,28.6785,,3/26/2002,25.9444
1/18/2002,27.8364,,3/27/2002,25.7066
1/22/2002,26.4496,,3/28/2002,25.8651
1/23/2002,26.4298,,4/1/2002,26.8854
1/24/2002,27.0441,,4/2/2002,26.3208
1/25/2002,28.1732,,4/3/2002,25.9444
1/28/2002,28.1534,,4/4/2002,26.4991
1/29/2002,26.935,,4/5/2002,26.1722
1/30/2002,27.3114,,4/8/2002,26.6279
1/31/2002,27.2322,,4/9/2002,26.3208
2/1/2002,26.5486,,4/10/2002,26.5883
2/4/2002,26.5883,,4/11/2002,26.0236
2/5/2002,26.3109,,4/12/2002,25.875
2/6/2002,26.4298,,4/15/2002,25.6274
2/7/2002,25.9543,,4/16/2002,26.9548
2/8/2002,26.0038,,4/17/2002,27.1133
2/11/2002,26.5486,,4/18/2002,26.9449
2/12/2002,26.5982,,4/19/2002,27.0836
2/13/2002,27.0836,,4/22/2002,26.8953
2/14/2002,26.5585,,4/23/2002,26.4298
2/15/2002,25.3599,,4/24/2002,26.2019
2/19/2002,24.1711,,4/25/2002,26.5486
2/20/2002,25.0033,,4/26/2002,25.6373
2/21/2002,23.547,,4/29/2002,25.3302
2/22/2002,23.5371,,4/30/2002,26.0929
Please note that these closing prices reflect the Cumulative Split-Adjusted Price.,,,,
5/1/2002,26.2316,,7/8/2002,24.5179
5/2/2002,25.1816,,7/9/2002,24.508
5/3/2002,24.0919,,7/10/2002,23.448
5/6/2002,23.5272,,7/11/2002,23.7055
5/7/2002,22.1206,,7/12/2002,24.7952
5/8/2002,25.4094,,7/15/2002,25.241
5/9/2002,25.0033,,7/16/2002,25.9444
5/10/2002,23.656,,7/17/2002,26.0929
5/13/2002,25.1221,,7/18/2002,25.8057
5/14/2002,26.6477,,7/19/2002,24.8448
5/15/2002,27.4402,,7/22/2002,23.547
