"date","calculated_market_cap","expected_market_cap","sp500_market_cap_calc_ratio","available_data_prop"
"2009-06-03","8400800754653.32","7894540939303.19","1.064","0.971"
"2009-06-02","8496315446996.94","8004516835877.58","1.061","0.971"
"2009-06-01","8482704300468.81","7988672850777.88","1.062","0.971"
"2009-05-29","8278299280210.15","7787615221678.48","1.063","0.971"
"2009-05-28","8174240326053.37","7683316047038.20","1.064","0.971"
"2009-05-27","8056827908589.88","7566646702213.13","1.065","0.971"
"2009-05-26","8196293372368.57","7712970564604.48","1.063","0.971"
"2009-05-22","7991028034263.02","7515302023226.94","1.063","0.971"
"2009-05-21","8000386881355.70","7526570739902.13","1.063","0.971"
"2009-05-20","8121915104167.84","7654847710174.57","1.061","0.971"
"2009-05-19","8162674241757.07","7694330582134.25","1.061","0.971"
"2009-05-18","8177773319210.87","7707717478635.60","1.061","0.971"
"2009-05-15","7951843847423.42","7480394419691.77","1.063","0.971"
"2009-05-14","8037461529881.06","7566731429406.18","1.062","0.971"
"2009-05-13","7969249061205.80","7489206047768.61","1.064","0.971"
"2009-05-12","8171926531102.40","7696194580381.27","1.062","0.971"
"2009-05-11","8179356823827.29","7703735300562.41","1.062","0.971"
"2009-05-08","8343305170176.74","7873104959462.42","1.060","0.971"
"2009-05-07","8164743187878.28","7688060769848.81","1.062","0.971"
"2009-05-06","8267428846073.51","7790919582207.29","1.061","0.971"
"2009-05-05","8140733823777.70","7657643707545.10","1.063","0.971"
"2009-05-04","8165931451698.65","7686789861953.11","1.062","0.971"
"2009-05-01","7916134846616.69","7434980644218.83","1.065","0.972"
"2009-04-30","7880834389423.86","7395074136293.92","1.066","0.972"
"2009-04-29","7890739226441.30","7402106493316.78","1.066","0.972"
"2009-04-28","7731047926743.08","7245530640566.80","1.067","0.972"
"2009-04-27","7748786696861.64","7265441530932.73","1.067","0.972"
"2009-04-24","7820124061310.46","7339323643269.30","1.066","0.972"
"2009-04-23","7699674468566.51","7218079030019.72","1.067","0.972"
"2009-04-22","7624954774195.74","7147162369439.78","1.067","0.972"
"2009-04-21","7683684681331.67","7202489226499.16","1.067","0.972"
"2009-04-20","7532438301632.67","7052606821999.86","1.068","0.972"
"2009-04-17","7839535022838.83","7367876707325.98","1.064","0.972"
"2009-04-16","7806213027761.86","7331444014315.97","1.065","0.972"
"2009-04-15","7693266216948.49","7219265210722.37","1.066","0.972"
"2009-04-14","7604523632838.65","7129793294865.24","1.067","0.972"
"2009-04-13","7752696584121.35","7275778248484.41","1.066","0.972"
"2009-04-09","7727553690238.47","7257392447593.31","1.065","0.972"
"2009-04-08","7465910005822.54","6991349061427.22","1.068","0.972"
"2009-04-07","7385768471928.51","6909926228909.50","1.069","0.972"
"2009-04-06","7552297667167.10","7078787524651.23","1.067","0.972"
"2009-04-03","7610069337004.42","7138266014169.89","1.066","0.972"
"2009-04-02","7540131630586.19","7069467533416.11","1.067","0.972"
"2009-04-01","7360571091849.50","6872053173617.71","1.071","0.974"
"2009-03-31","7239736643661.14","6760128551603.24","1.071","0.972"
"2009-03-30","7127978972666.86","6672520633993.13","1.068","0.972"
"2009-03-27","7365321664683.67","6913230589438.32","1.065","0.974"
"2009-03-26","7496583000941.30","7056589000073.04","1.062","0.974"
"2009-03-25","7330660395935.13","6895776787670.73","1.063","0.972"
"2009-03-24","7274101786641.43","6830028485866.63","1.065","0.972"
"2009-03-23","7402858411576.58","6972370170184.79","1.062","0.972"
"2009-03-20","6945833504853.62","6511623694397.78","1.067","0.972"
"2009-03-19","7066083842107.19","6642950843619.90","1.064","0.972"
"2009-03-18","7151449089734.51","6730304579650.87","1.063","0.972"
"2009-03-17","7021748023978.59","6592792345336.35","1.065","0.972"
"2009-03-16","6820694742428.23","6387498356584.62","1.068","0.974"
"2009-03-13","6837456769215.05","6410035789934.99","1.067","0.972"
"2009-03-12","6788166164696.48","6360809290774.96","1.067","0.972"
"2009-03-11","6543834491004.46","6111880797604.26","1.071","0.972"
"2009-03-10","6517303816109.26","6096968811628.08","1.069","0.972"
"2009-03-09","6156778652912.08","5732048791176.68","1.074","0.972"
"2009-03-06","6220196170485.18","5790086918413.56","1.074","0.972"
"2009-03-05","6217603258314.08","5783054561390.69","1.075","0.972"
"2009-03-04","6470701984525.94","6039947410707.76","1.071","0.972"
"2009-03-03","6336146461505.40","5899808633408.81","1.074","0.976"
"2009-03-02","6365571777133.97","5937851143086.70","1.072","0.972"
"2009-02-27","6657744980034.03","6228211233657.15","1.069","0.972"
"2009-02-26","6801352411970.18","6378517274121.69","1.066","0.972"
"2009-02-25","6917856383823.09","6480782996128.84","1.067","0.974"
"2009-02-24","6988293353724.58","6550598203199.18","1.067","0.972"
"2009-02-23","6737745162057.05","6298026440727.48","1.070","0.972"
"2009-02-20","6974278942948.72","6524417500547.80","1.069","0.972"
"2009-02-19","7046480776039.85","6599739975166.17","1.068","0.972"
"2009-02-18","7126232965605.77","6680061354174.28","1.067","0.972"
"2009-02-17","7124374464022.73","6686415893652.76","1.065","0.972"
"2009-02-13","7442657851063.96","7005583229859.03","1.062","0.972"
"2009-02-12","7519212366334.80","7076330436052.88","1.063","0.972"
"2009-02-11","7503820250523.09","7064044993061.14","1.062","0.972"
"2009-02-10","7450808338517.93","7008294500036.52","1.063","0.972"
"2009-02-09","7809610220187.20","7370333795924.33","1.060","0.972"
"2009-02-06","7808825417602.75","7359403988021.33","1.061","0.972"
"2009-02-05","7614072724699.38","7166649623840.48","1.062","0.972"
"2009-02-04","7489116895111.54","7051251186911.11","1.062","0.972"
"2009-02-03","7539722088166.16","7104459864144.33","1.061","0.972"
"2009-02-02","7422537301302.29","6993721422832.52","1.061","0.972"
"2009-01-30","7422436815572.80","6997449419326.56","1.061","0.972"
"2009-01-29","7585976545726.78","7160633993134.18","1.059","0.974"
"2009-01-28","7820350373631.01","7405919217003.87","1.056","0.972"
"2009-01-27","7587407821844.63","7165463443137.83","1.059","0.972"
"2009-01-26","7508948044412.27","7088022788693.30","1.059","0.972"
"2009-01-23","7464642360509.43","7048878825505.81","1.059","0.972"
"2009-01-22","7427780919507.60","7011175224600.10","1.059","0.972"
"2009-01-21","7524256752335.90","7119117668541.38","1.057","0.972"
"2009-01-20","7232405349841.24","6822403038492.44","1.060","0.972"
"2009-01-16","7604738423993.05","7202828135271.35","1.056","0.972"
"2009-01-15","7551323103196.81","7148772186107.66","1.056","0.972"
"2009-01-14","7541301681504.29","7139282740486.45","1.056","0.972"
"2009-01-13","7789967370448.63","7386431962603.17","1.055","0.972"
"2009-01-12","7769882611436.95","7373468702067.05","1.054","0.972"
"2009-01-09","7939884154735.36","7543685632897.52","1.053","0.972"
"2009-01-08","8105820754804.59","7707886933021.69","1.052","0.972"
"2009-01-07","8089200175010.27","7681790957563.36","1.053","0.972"
"2009-01-06","8324753580544.81","7919450734058.87","1.051","0.972"
"2009-01-05","8279246106869.98","7858023519100.14","1.054","0.974"
"2009-01-02","8304351348855.51","7894879848075.38","1.052","0.971"
"2008-12-31","8095536908475.93","7652983711927.54","1.058","0.976"
"2008-12-30","7986965251852.22","7546142721495.87","1.058","0.971"
"2008-12-29","7808562426376.00","7366351617851.14","1.060","0.971"
"2008-12-26","7827953446265.95","7394989409100.87","1.059","0.971"
"2008-12-24","7787860008284.20","7355591264334.24","1.059","0.971"
"2008-12-23","7746087068250.02","7313312395004.02","1.059","0.971"
"2008-12-22","7823370507360.14","7385076327514.43","1.059","0.973"
"2008-12-19","7955577981879.74","7522758016215.03","1.058","0.971"
"2008-12-18","7960176995307.34","7500728946022.94","1.061","0.973"
"2008-12-17","8110681413325.26","7662896793513.99","1.058","0.971"
"2008-12-16","8186410643930.75","7737117814622.74","1.058","0.971"
"2008-12-15","7816324848667.75","7359149806442.19","1.062","0.971"
"2008-12-12","7903245787998.27","7453705353882.11","1.060","0.971"
"2008-12-11","7849577787173.48","7401682857351.54","1.061","0.971"
"2008-12-10","8061048327718.12","7619008107515.89","1.058","0.971"
"2008-12-09","7974244590228.03","7529451464465.71","1.059","0.971"
"2008-12-08","8146037310840.15","7707632751442.55","1.057","0.971"
"2008-12-05","7871016810054.98","7422695201227.08","1.060","0.971"
"2008-12-04","7611532436851.27","7161311810678.55","1.063","0.973"
"2008-12-03","7808818535979.27","7377535607333.28","1.058","0.971"
"2008-12-02","7627775405758.13","7191728872982.25","1.061","0.971"
"2008-12-01","7368349087921.70","6915518223650.57","1.065","0.973"
"2008-11-28","8030918098950.12","7593589949601.93","1.058","0.973"
"2008-11-26","7968394045037.71","7521063472354.10","1.059","0.973"
"2008-11-25","7713802299190.82","7264424804616.17","1.062","0.973"
"2008-11-24","7654914722265.65","7217147030896.21","1.061","0.973"
"2008-11-21","7238945360371.41","6778429625301.29","1.068","0.975"
"2008-11-20","6835181427030.79","6375212913592.87","1.072","0.973"
"2008-11-19","7274582075210.15","6833925936746.77","1.064","0.973"
"2008-11-18","7766586303121.71","7279082609013.22","1.067","0.975"
"2008-11-17","7694035802515.28","7208165948433.28","1.067","0.974"
"2008-11-14","7891930075581.39","7399141041560.15","1.067","0.974"
"2008-11-13","8209952231166.42","7721104375136.95","1.063","0.976"
"2008-11-12","7710004745420.37","7221298663355.49","1.068","0.974"
"2008-11-11","8092798773397.02","7616551018917.54","1.063","0.971"
"2008-11-10","8267802831031.99","7788208312029.80","1.062","0.973"
"2008-11-07","8375465569548.17","7888016945438.61","1.062","0.973"
"2008-11-06","8171716976254.38","7666794244394.13","1.066","0.973"
"2008-11-05","8571272843675.97","8072552771893.94","1.062","0.975"
"2008-11-04","9015739127310.32","8521437440654.44","1.058","0.973"
"2008-11-03","8695040686947.58","8187188664085.90","1.062","0.973"
"2008-10-31","8714005910790.60","8207946826382.30","1.062","0.973"
"2008-10-30","8595870311684.75","8083736761376.09","1.063","0.975"
"2008-10-29","8389805563757.00","7880391498064.42","1.065","0.973"
"2008-10-28","8483135218715.37","7968677233218.90","1.065","0.973"
"2008-10-27","7707868319281.52","7192660872105.76","1.072","0.973"
"2008-10-24","7938705228584.08","7428626104740.34","1.069","0.973"
"2008-10-23","8204493581787.53","7694161127748.16","1.066","0.973"
"2008-10-22","8122549611630.66","7598165218026.44","1.069","0.973"
"2008-10-21","8589837132970.96","8091870571908.55","1.062","0.975"
"2008-10-20","8849015982544.56","8349017602804.76","1.060","0.973"
"2008-10-17","8482061031752.14","7969016141991.09","1.064","0.973"
"2008-10-16","8527853795761.06","8018835731502.45","1.063","0.973"
"2008-10-15","8201837190761.00","7691873493535.90","1.066","0.973"
"2008-10-14","8951896223362.46","8455858593236.43","1.059","0.973"
"2008-10-13","9017859968817.16","8501102914323.28","1.061","0.973"
"2008-10-10","8131735820330.66","7618838653129.79","1.067","0.973"
"2008-10-09","8231926825643.81","7709496749689.58","1.068","0.973"
"2008-10-08","8858715621103.20","8345120151924.62","1.062","0.973"
"2008-10-07","8977701012691.36","8440777152874.15","1.064","0.973"
"2008-10-06","9500248272946.70","8954732305894.38","1.061","0.973"
"2008-10-03","9893396430262.29","9313467241253.38","1.062","0.975"
"2008-10-02","10026916859459.84","9440981666788.40","1.062","0.974"
"2008-10-01","10420426717117.48","9837335475860.06","1.059","0.974"
"2008-09-30","10465934863346.79","9882240888174.71","1.059","0.971"
"2008-09-29","10011307615782.32","9374131911474.69","1.068","0.973"
"2008-09-26","10886294368680.24","10277493243736.76","1.059","0.972"
"2008-09-25","10844519152132.01","10245042728799.94","1.059","0.972"
"2008-09-24","10649730125047.43","10047543641808.49","1.060","0.972"
"2008-09-23","10668599255723.30","10067454532174.42","1.060","0.972"
"2008-09-22","10820215047475.34","10227334745453.22","1.058","0.971"
"2008-09-19","11220674423714.37","10633940544883.50","1.055","0.972"
"2008-09-18","10843607042191.84","10222420568256.52","1.061","0.969"
"2008-09-17","10441453034463.79","9797767876707.33","1.066","0.969"
"2008-09-16","10913548585182.84","10282407420933.46","1.061","0.971"
"2008-09-15","10748616370024.23","10105412314659.26","1.064","0.974"
"2008-09-12","11200278663619.16","10605302753633.78","1.056","0.974"
"2008-09-11","11164355077471.21","10582850047476.44","1.055","0.967"
"2008-09-10","11014095833547.31","10438729092104.30","1.055","0.971"
"2008-09-09","10954832660168.03","10374929515740.27","1.056","0.971"
"2008-09-08","11292744345193.21","10741628807245.64","1.051","0.971"
"2008-09-05","11119597805287.11","10525743919363.09","1.056","0.971"
"2008-09-04","11083581446164.17","10479313417573.59","1.058","0.971"
"2008-09-03","11396959921400.05","10802547659046.09","1.055","0.971"
"2008-09-02","11422247736336.65","10824576729238.18","1.055","0.971"
"2008-08-29","11463307160766.15","10869058505587.61","1.055","0.971"
"2008-08-28","11617034993462.89","11020296545175.66","1.054","0.971"
"2008-08-27","11462753089950.26","10859145424001.17","1.056","0.971"
"2008-08-26","11394114297427.01","10773147323058.94","1.058","0.973"
"2008-08-25","11347993155969.92","10733579723906.22","1.057","0.971"
"2008-08-22","11549970536668.06","10948447885472.21","1.055","0.971"
"2008-08-21","11427918275333.28","10825762909940.84","1.056","0.971"
"2008-08-20","11400223520357.98","10798819662552.04","1.056","0.973"
"2008-08-19","11332726222679.65","10732308816010.52","1.056","0.971"
"2008-08-18","11433578315140.20","10833218902928.93","1.055","0.971"
"2008-08-15","11602232280277.30","10999284201300.12","1.055","0.971"
"2008-08-14","11558906940248.71","10954632970564.60","1.055","0.971"
"2008-08-13","11500910373913.28","10894476663501.57","1.056","0.971"
"2008-08-12","11540192837543.99","10926334088087.06","1.056","0.971"
"2008-08-11","11658918629183.56","11059609962749.25","1.054","0.971"
"2008-08-08","11585955427256.81","10983355489007.38","1.055","0.971"
"2008-08-07","11334762075694.29","10727055730041.63","1.057","0.971"
"2008-08-06","11525171514693.10","10922945000365.20","1.055","0.971"
"2008-08-05","11488933918969.00","10886427580162.15","1.055","0.971"
"2008-08-04","11188935625424.77","10582511138704.26","1.057","0.971"
"2008-08-01","11261995619731.83","10678252866846.83","1.055","0.971"
"2008-07-31","11316702639133.10","10738154992330.73","1.054","0.971"
"2008-07-30","11457816021214.97","10881174494193.26","1.053","0.971"
"2008-07-29","11284345898346.14","10702739025637.28","1.054","0.969"
"2008-07-28","11042887096303.87","10458470528084.14","1.056","0.969"
"2008-07-25","11235042910744.77","10656647432619.97","1.054","0.969"
"2008-07-24","11188474938238.53","10612419837849.68","1.054","0.969"
"2008-07-23","11431772680901.51","10863635965232.64","1.052","0.969"
"2008-07-22","11388606552624.92","10819662552041.49","1.053","0.969"
"2008-07-21","11251911550934.50","10675626323862.39","1.054","0.969"
"2008-07-18","11256811128661.34","10681387772989.56","1.054","0.969"
"2008-07-17","11288513847864.25","10678337594039.88","1.057","0.971"
"2008-07-16","11131581202379.70","10551585713242.28","1.055","0.969"
"2008-07-15","10867746863467.85","10293591410415.60","1.056","0.969"
"2008-07-14","10969074117391.78","10407041121904.90","1.054","0.967"
"2008-07-11","11064191334304.37","10501850850923.96","1.054","0.969"
"2008-07-10","11190346787646.91","10619621649258.64","1.054","0.969"
"2008-07-09","11131582980020.64","10545908991308.16","1.056","0.969"
"2008-07-08","11343234742852.55","10791702578336.14","1.051","0.967"
"2008-07-07","11190512157987.65","10610471112409.61","1.055","0.969"
"2008-07-03","11271224629696.42","10700197209845.88","1.053","0.969"
"2008-07-02","11264047725376.14","10688504857205.46","1.054","0.969"
"2008-07-01","11456559883772.49","10886681761741.29","1.052","0.969"
"2008-06-30","11422180136410.35","10845080709955.44","1.053","0.973"
"2008-06-27","11383461139302.24","10831354904681.91","1.051","0.969"
"2008-06-26","11427713371495.58","10871769775765.10","1.051","0.969"
"2008-06-25","11748117447114.24","11200680739171.72","1.049","0.969"
"2008-06-24","11684723069935.26","11135610254911.99","1.049","0.969"
"2008-06-23","11717396453700.34","11167044043532.25","1.049","0.969"
"2008-06-20","11726865121943.94","11166450953180.92","1.050","0.973"
"2008-06-19","11924464081753.67","11377421663866.77","1.048","0.969"
"2008-06-18","11887187129912.91","11334888612957.42","1.049","0.969"
"2008-06-17","11998030579687.04","11446050690234.46","1.048","0.969"
"2008-06-16","12077030109905.07","11524084435030.31","1.048","0.969"
"2008-06-13","12081514627967.86","11523152435906.80","1.048","0.969"
"2008-06-12","11910039461772.13","11352342414725.00","1.049","0.969"
"2008-06-11","11868328699849.36","11315231904170.62","1.049","0.969"
"2008-06-10","12055496057935.14","11509680812212.40","1.047","0.971"
"2008-06-09","12068233378197.48","11537810240303.85","1.046","0.969"
"2008-06-06","12083899078547.85","11528659703454.82","1.048","0.971"
"2008-06-05","12430171105727.58","11896121539697.61","1.045","0.969"
"2008-06-04","12209435775557.44","11668629026367.69","1.046","0.969"
"2008-06-03","12209314659311.65","11672441750054.78","1.046","0.969"
"2008-06-02","12275240769483.52","11740392958878.10","1.046","0.971"
"2008-05-30","12388789900543.26","11865026659849.54","1.044","0.969"
"2008-05-29","12376098120691.83","11847064494923.67","1.045","0.969"
"2008-05-28","12308403744752.04","11784196917683.15","1.044","0.969"
"2008-05-27","12259141662816.66","11737681688700.60","1.044","0.969"
"2008-05-23","12171948715060.87","11657868672850.78","1.044","0.969"
"2008-05-22","12323642476800.23","11813936162442.48","1.043","0.969"
"2008-05-21","12295275802413.17","11783095464173.54","1.043","0.969"
"2008-05-20","12489970939529.79","11975341465196.12","1.043","0.969"
"2008-05-19","12597026787648.36","12087435541596.67","1.042","0.969"
"2008-05-16","12591913716187.07","12076590460886.71","1.043","0.969"
"2008-05-15","12579641721782.45","12061509020524.43","1.043","0.969"
"2008-05-14","12456227262203.97","11935180775692.06","1.044","0.969"
"2008-05-13","12411177214564.51","11887564093199.91","1.044","0.969"
"2008-05-12","12417631673582.09","11892139361624.42","1.044","0.969"
"2008-05-09","12284358868804.70","11762506756263.24","1.044","0.969"
"2008-05-08","12364395202535.02","11842150317726.98","1.044","0.969"
"2008-05-07","12323226721465.27","11798854722080.20","1.044","0.969"
"2008-05-06","12529171675371.13","12016518881016.73","1.043","0.969"
"2008-05-05","12448951751418.60","11925267694105.62","1.044","0.969"
"2008-05-02","12497457078878.15","11979577824848.44","1.043","0.969"
"2008-05-01","12468270166650.56","11940942224819.22","1.044","0.969"
"2008-04-30","12272429594763.42","11739715141333.72","1.045","0.969"
"2008-04-29","12318740464190.27","11785044189613.62","1.045","0.969"
"2008-04-28","12354912942577.70","11831051055437.88","1.044","0.969"
"2008-04-25","12370093845104.30","11843505952815.72","1.044","0.969"
"2008-04-24","12309411401347.77","11767082024687.75","1.046","0.969"
"2008-04-23","12241756202542.05","11691759550069.39","1.047","0.969"
"2008-04-22","12214166643748.27","11657953400043.82","1.048","0.969"
"2008-04-21","12299244591308.90","11761574757139.73","1.046","0.969"
"2008-04-18","12301077103835.03","11779875830837.78","1.044","0.969"
"2008-04-17","12069066703962.43","11570006573661.53","1.043","0.969"
"2008-04-16","12061545337918.98","11562804762252.58","1.043","0.969"
"2008-04-15","11812328265039.54","11306250821707.69","1.045","0.969"
"2008-04-14","11750764940805.66","11254482506756.26","1.044","0.969"
"2008-04-11","11769975326048.03","11292694470820.24","1.042","0.969"
"2008-04-10","11986309790700.80","11527558249945.22","1.040","0.969"
"2008-04-09","11939422085376.47","11476213570959.02","1.040","0.969"
"2008-04-08","12026578495571.33","11569837119275.44","1.039","0.969"
"2008-04-07","12084937365987.88","11629146154408.00","1.039","0.969"
"2008-04-04","12067668555373.87","11611014535096.05","1.039","0.969"
"2008-04-03","12051580452865.29","11601779271053.98","1.039","0.969"
"2008-04-02","12043053109237.07","11586697830691.70","1.039","0.969"
"2008-04-01","12059756820130.00","11609150536849.02","1.039","0.969"
"2008-03-31","11668011886004.45","11206865824264.12","1.041","0.969"
"2008-03-28","11759327037959.50","11143489883865.32","1.055","0.973"
"2008-03-27","11732380307869.74","11232792345336.35","1.044","0.969"
"2008-03-26","11861116315907.29","11363018041048.86","1.044","0.969"
"2008-03-25","11951486161714.66","11463504492002.04","1.043","0.969"
"2008-03-24","11932858783001.84","11437154334964.58","1.043","0.969"
"2008-03-20","11751953088489.92","11264565042728.80","1.043","0.969"
"2008-03-19","11502413121562.15","11001148199547.15","1.046","0.969"
"2008-03-18","11751664237974.88","11274986487473.52","1.042","0.969"
"2008-03-17","11321217578478.03","10816273464319.62","1.047","0.969"
"2008-03-14","11399854841126.02","10914048645095.32","1.045","0.969"
"2008-03-13","11621197811802.75","11145692790884.52","1.043","0.969"
"2008-03-12","11574271380628.52","11088840844350.30","1.044","0.969"
"2008-03-11","11668028498774.72","11189496749689.58","1.043","0.969"
"2008-03-10","11288381486480.19","10788906580965.60","1.046","0.969"
"2008-03-07","11455965478884.52","10958360967058.65","1.045","0.969"
"2008-03-06","11542771153892.98","11051306697830.69","1.044","0.969"
"2008-03-05","11782872699813.86","11300065736615.30","1.043","0.969"
"2008-03-04","11733036606784.12","11241180337447.96","1.044","0.969"
"2008-03-03","11772309770264.65","11280070119056.32","1.044","0.969"
"2008-02-29","11790910205945.27","11274054488350.01","1.046","0.969"
"2008-02-28","12093953580662.35","11587968738587.40","1.044","0.969"
"2008-02-27","12194736877361.71","11692522094806.81","1.043","0.969"
"2008-02-26","12200357496113.37","11703282448323.72","1.042","0.969"
"2008-02-25","12129447071178.58","11622876342122.56","1.044","0.969"
"2008-02-22","11985837010204.70","11464521218318.60","1.045","0.969"
"2008-02-21","11900321368734.79","11374879848075.38","1.046","0.969"
"2008-02-20","12036335828990.86","11523152435906.80","1.045","0.969"
"2008-02-19","11944673280040.40","11427834343729.46","1.045","0.969"
"2008-02-15","11960085045452.12","11438086334088.09","1.046","0.969"
"2008-02-14","11955295179402.47","11428512161273.83","1.046","0.969"
"2008-02-13","12103929225015.33","11583986560514.21","1.045","0.969"
"2008-02-12","11949936579829.19","11428512161273.83","1.046","0.969"
"2008-02-11","11868995538142.34","11346072602439.56","1.046","0.969"
"2008-02-08","11801060045736.30","11279646483091.08","1.046","0.969"
"2008-02-07","11841039664231.64","11327263165583.23","1.045","0.969"
"2008-02-06","11759532216111.72","11238638521656.56","1.046","0.969"
"2008-02-05","11853387765893.78","11324975531370.98","1.047","0.969"
"2008-02-04","12204673869074.73","11699300270250.53","1.043","0.969"
"2008-02-01","12355251316653.74","11823001972098.46","1.045","0.969"
"2008-01-31","12234102008068.61","11680067197428.97","1.047","0.969"
"2008-01-30","12061168790858.03","11487397560441.16","1.050","0.969"
"2008-01-29","12110294813947.66","11542385508728.36","1.049","0.969"
"2008-01-28","12063956908487.09","11471807756920.60","1.052","0.971"
"2008-01-25","11863692051662.37","11273885033963.92","1.052","0.969"
"2008-01-24","12043895067288.14","11455709590241.76","1.051","0.969"
"2008-01-23","11925777509545.59","11341582061208.09","1.052","0.969"
"2008-01-22","11714858684017.78","11103498648747.35","1.055","0.969"
"2008-01-18","11831369601839.42","11227962895332.70","1.054","0.969"
"2008-01-17","11904973368175.63","11296253012928.20","1.054","0.969"
"2008-01-16","12225977904729.13","11634738149149.08","1.051","0.969"
"2008-01-15","12309691585422.22","11700401723760.14","1.052","0.969"
"2008-01-14","12597879746317.01","11999488715214.38","1.050","0.969"
"2008-01-11","12479354348413.31","11870449200204.51","1.051","0.969"
"2008-01-10","12645861609298.08","12034057409977.36","1.051","0.969"
"2008-01-09","12563020274289.48","11939162953765.25","1.052","0.969"
"2008-01-08","12408041120265.68","11778689650135.13","1.053","0.969"
"2008-01-07","12618368222177.97","11998895624863.05","1.052","0.969"
"2008-01-04","12590197860852.20","11960344752026.88","1.053","0.969"
"2008-01-03","12889275731763.88","12261380468921.19","1.051","0.969"
"2008-01-02","12897396697081.64","12261380468921.19","1.052","0.969"
"2007-12-31","13082395599439.60","12441002118179.82","1.052","0.971"
"2007-12-28","13243614391422.84","12526830764735.96","1.057","0.971"
"2007-12-27","13195281707011.03","12508868599810.10","1.055","0.967"
"2007-12-26","13399352765091.24","12689252793806.15","1.056","0.969"
"2007-12-24","13391582733096.94","12679000803447.52","1.056","0.969"
"2007-12-21","13286611911408.40","12577412898984.74","1.056","0.969"
"2007-12-20","13083686041372.97","12371186911109.49","1.058","0.969"
"2007-12-19","13008478891005.41","12310861149660.36","1.057","0.967"
"2007-12-18","13016339583673.03","12327637133883.58","1.056","0.967"
"2007-12-17","12939519713480.91","12250704842597.33","1.056","0.967"
"2007-12-14","13136847736108.60","12437528303264.92","1.056","0.967"
"2007-12-13","13313407549623.54","12610880140238.11","1.056","0.969"
"2007-12-12","13297750643390.98","12595459791103.64","1.056","0.967"
"2007-12-11","13229296036975.23","12519713680520.05","1.057","0.967"
"2007-12-10","13547864288334.80","12844303557081.30","1.055","0.967"
"2007-12-07","13460885353055.32","12748561828938.72","1.056","0.967"
"2007-12-06","13483974401968.22","12771268716675.19","1.056","0.967"
"2007-12-05","13298239488682.95","12582072894602.29","1.057","0.967"
"2007-12-04","13107902122979.57","12393809071652.91","1.058","0.967"
"2007-12-03","13173852972773.99","12475401358556.72","1.056","0.967"
"2007-11-30","13240336243264.93","12549283470893.29","1.055","0.967"
"2007-11-29","13150321828885.88","12452525016434.16","1.056","0.967"
"2007-11-28","13141016291437.63","12446594112920.90","1.056","0.967"
"2007-11-27","12806740656810.11","12100991892484.11","1.058","0.967"
"2007-11-26","12628401024004.09","11922980059893.36","1.059","0.967"
"2007-11-23","12884772703947.87","12206646702213.13","1.056","0.967"
"2007-11-21","12686610891432.51","12003894529252.80","1.057","0.967"
"2007-11-20","12866764079530.27","12198173982908.48","1.055","0.967"
"2007-11-19","12808715774769.60","12143694397779.56","1.055","0.967"
"2007-11-16","13042731758701.31","12359494558469.07","1.055","0.969"
"2007-11-15","12965762779795.45","12295186618946.76","1.055","0.969"
"2007-11-14","13117517478189.68","12459811555036.16","1.053","0.967"
"2007-11-13","13212214193235.17","12548520926155.87","1.053","0.967"
"2007-11-12","12863191915495.61","12193768168870.06","1.055","0.967"
"2007-11-09","12988118375129.43","12316792053173.62","1.055","0.967"
"2007-11-08","13181646082370.18","12495312248922.65","1.055","0.969"
"2007-11-07","13212905759386.83","12502514060331.60","1.057","0.967"
"2007-11-06","13568482133136.68","12880820977284.35","1.053","0.967"
"2007-11-05","13420792680753.40","12727464757870.14","1.054","0.967"
"2007-11-02","13493599011152.25","12790840698268.94","1.055","0.967"
"2007-11-01","13482999929984.47","12780588707910.31","1.055","0.967"
"2007-10-31","13816438969819.75","13127461836242.79","1.052","0.967"
"2007-10-30","13673686842313.00","12971902709809.36","1.054","0.967"
"2007-10-29","13744854419166.32","13056290994083.70","1.053","0.967"
"2007-10-26","13704802603240.14","13007996494047.18","1.054","0.969"
"2007-10-25","13532485903228.39","12831086114966.04","1.055","0.969"
"2007-10-24","13541155883348.79","12843625739536.92","1.054","0.967"
"2007-10-23","13542331983424.86","12875059528157.18","1.052","0.965"
"2007-10-22","13428128705911.98","12762711270177.49","1.052","0.965"
"2007-10-19","13380672100432.81","12714416770140.97","1.052","0.965"
"2007-10-18","13697892839662.50","13048665546709.52","1.050","0.965"
"2007-10-17","13706602606918.64","13058493901102.92","1.050","0.965"
"2007-10-16","13678117743463.22","13035532831787.31","1.049","0.965"
"2007-10-15","13760868144272.88","13121785114308.67","1.049","0.965"
"2007-10-12","13883115096876.28","13232693010006.58","1.049","0.965"
"2007-10-11","13818197291043.26","13170079614345.19","1.049","0.965"
"2007-10-10","13886584023761.84","13238369731940.69","1.049","0.965"
"2007-10-09","13936797573626.66","13261076619677.16","1.051","0.967"
"2007-10-08","13823996451898.83","13154574538017.68","1.051","0.965"
"2007-10-05","13863494179053.78","13197022861733.99","1.051","0.967"
"2007-10-04","13726166129179.88","13072050251990.36","1.050","0.965"
"2007-10-03","13696892601674.80","13044598641443.28","1.050","0.965"
"2007-10-02","13750253270836.23","13104161858155.00","1.049","0.965"
"2007-10-01","13756096839173.09","13107635673069.90","1.049","0.967"
